"","PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","LIMIT_USAGE","BALANCE","PAY_MINPAY","ONEOFF_PURCHASES","CASH_ADVANCE_AMT","PURCHASES_INSTALLMENTS_FREQUENCY","CREDIT_LIMIT"
"1",-0.662351661901605,-0.605673213481881,-0.806445289054105,-0.974292128066396,-0.835735900284519,-0.466923871885721,-0.600359985294817,-0.595640656183869,-0.707273649243451,-1.04977211493405
"2",-0.749093674393401,2.83877084800558,-1.22168980074932,0.240557785210518,1.03619957880085,-0.118107996802831,-0.600359985294817,2.57276751433637,-0.916943961286405,0.821108514770784
"3",-0.0460923976818474,-0.605673213481881,1.26977228649778,-0.123402760509664,0.617402559567235,-0.533591368470934,0.435875411564249,-0.595640656183869,-0.916943961286405,0.977015233912854
"4",0.613865201132834,-0.453144804363886,-1.01406879063275,-0.445531059667491,0.126867921456109,-0.663686815289092,1.40866372215858,-0.455335791579039,-0.916943961286405,0.977015233912854
"5",-0.734545747770039,-0.605673213481881,-1.01406879063275,0.893579482917207,-0.375791491252408,-0.272771974259234,-0.578916103160558,-0.595640656183869,-0.916943961286405,-0.987409427277221
"6",0.463185051131361,-0.605673213481881,0.439285754569446,1.83850294930505,0.211630622602534,-0.593699979533905,-0.600359985294817,-0.595640656183869,0.55075325512189,-0.800321364306738
"7",2.88663276815315,-0.605673213481881,1.26977228649778,-0.941132696651422,-0.488557330345219,3.82207277452915,2.97955407130058,-0.595640656183869,1.59910984744428,2.38017570619148
"8",-0.352480824823992,-0.605673213481881,1.26977228649778,1.21862424254505,0.219815685203775,-0.491864346197536,-0.600359985294817,-0.595640656183869,1.59910984744428,-0.644414645164668
"9",0.0342121572791113,-0.605673213481881,-0.391203268820979,-0.670754332304302,-0.259023939936218,-0.355558306645377,0.286197114267121,-0.595640656183869,-0.287930509103735,0.821108514770784
"10",0.416195248137901,-0.605673213481881,-0.806445289054105,-1.05320889226327,-0.769821224993379,1.02319959198752,1.11729497365933,-0.595640656183869,-0.916943961286405,2.06836226790734
"11",0.0875212158995937,-0.605673213481881,1.26977228649778,2.0488843772272,-0.0943051047561005,-0.605866554588818,-0.600359985294817,-0.595640656183869,1.59910984744428,-0.987409427277221
"12",0.607664147409626,-0.605673213481881,-0.598824278937542,-0.173820394313991,-0.486464917114735,-0.0140279191823894,1.39952326739885,-0.595640656183869,-0.916943961286405,-0.73795867664991
"13",2.17684897527616,-0.605673213481881,1.26977228649778,0.380962920054466,0.03820706245097,-0.497071715081163,2.75055485398884,-0.595640656183869,1.38943953540132,-0.426145238365771
"14",1.19480937347438,-0.605673213481881,0.646906764686009,-0.735192507476887,-0.314226430848251,0.287518150882132,-0.0375116889758529,-0.595640656183869,0.970096395261607,0.977015233912854
"15",-0.749093674393401,-0.348619424092868,-1.22168980074932,1.60170376107668,0.781781182755021,-0.55966244354666,-0.600359985294817,-0.35918701895696,-0.916943961286405,-0.426145238365771
"16",0.716337159286141,1.10017344694087,0.0240412428742335,1.06041315228603,2.63877962851374,-0.540463184056573,-0.600359985294817,0.973500372108536,0.341082943078936,1.13292195305492
"17",-0.749093674393401,1.45800861399824,-1.22168980074932,0.920591256611732,0.36690390961364,-0.526379830847028,-0.600359985294817,2.25180856065078,-0.916943961286405,-0.426145238365771
"18",-0.277195304548094,-0.605673213481881,-0.183579767242329,-1.04563545990866,-0.835624149010694,-0.179013251855203,-0.600359985294817,-0.595640656183869,-0.0782601970607807,-0.582051957507841
"19",-0.29051574986261,-0.605673213481881,0.439285754569446,-0.610196157220793,0.317759089698661,-0.340201606518699,-0.377879708151879,-0.595640656183869,0.55075325512189,2.38017570619148
"20",-0.386632082572335,-0.605673213481881,1.26977228649778,1.51490518183914,1.258531868463,-0.622142937716455,-0.600359985294817,-0.595640656183869,1.59910984744428,-0.114331800081632
"21",-0.588448194654925,-0.605673213481881,0.439285754569446,1.8469070604328,0.334108180272798,-0.666926971906725,-0.600359985294817,-0.595640656183869,0.760426083218653,-0.73795867664991
"22",2.88663276815315,-0.435919335864525,1.26977228649778,0.438152909893942,2.63877962851374,-0.495441484899786,2.97955407130058,-0.439490762842864,1.59910984744428,2.14631562747837
"23",-0.00724034114333107,-0.605673213481881,1.26977228649778,-0.879159579312411,-0.781594207480745,3.32743268815947,-0.600359985294817,-0.595640656183869,1.59910984744428,-0.800321364306738
"24",2.88663276815315,2.83877084800558,1.26977228649778,0.137745321133666,1.39008293149252,-0.0535236257489281,2.97955407130058,2.57276751433637,1.38943953540132,1.44473539133906
"25",-0.749093674393401,-0.0134980550593641,-1.22168980074932,1.51569002292433,2.31873035777856,-0.553096032450358,-0.600359985294817,-0.00140222672841505,-0.916943961286405,0.509295076486646
"26",-0.385759206974933,-0.605673213481881,1.26977228649778,-0.92852865728699,-0.759426648936849,-0.485342349386396,-0.600359985294817,-0.595640656183869,1.59910984744428,-0.426145238365771
"27",-0.656350642169468,-0.42419943182467,-0.806445289054105,1.67843155868564,0.0968469477055719,-0.544597809913438,-0.463655236688915,-0.428710085597215,-0.916943961286405,-0.831502708135152
"28",-0.536984904224782,-0.605673213481881,1.26977228649778,-0.727020398884215,-0.78553008746331,-0.494092631626577,-0.600359985294817,-0.595640656183869,1.59910984744428,-1.04977211493405
"29",-0.397170236920133,1.05173951581235,0.439285754569446,0.547561304160683,2.63877962851374,-0.536586045540103,-0.326213354634649,0.928947910120887,0.131412631035982,1.91245554876527
"30",-0.658169132997388,-0.605673213481881,-0.183579767242329,-1.08423992603051,-0.846889273648074,-0.531377654587273,-0.600359985294817,-0.595640656183869,0.131412631035982,0.789927170942371
"31",2.01320298567161,1.75397290816838,1.26977228649778,0.342420564910544,2.63877962851374,-0.450946134680807,0.757573850857136,1.57490469682862,1.59910984744428,2.38017570619148
"32",0.476305462454806,-0.475360001862619,1.26977228649778,-0.528671842011827,-0.171781181149121,-0.310293624312117,-0.064262931938341,-0.47577067512141,1.59910984744428,0.509295076486646
"33",-0.453634377127057,0.275999556304558,-1.01406879063275,0.547561304160683,2.63877962851374,-0.57836873285918,-0.16484814157435,0.215375332942169,-0.916943961286405,1.91245554876527
"34",-0.17009528723773,-0.605673213481881,1.06215127638122,-0.78819460935952,-0.785550434081799,-0.362761818393557,0.253093121222359,-0.595640656183869,-0.916943961286405,-0.987409427277221
"35",-0.251481844241301,-0.605673213481881,1.26977228649778,-0.16116684063267,1.2224916877294,-0.351140601865419,-0.600359985294817,-0.595640656183869,1.59910984744428,2.06836226790734
"36",-0.749093674393401,-0.532099269763794,-1.22168980074932,1.58985634302705,0.120757682835105,-0.597757563072555,-0.600359985294817,-0.527962888668284,-0.916943961286405,-0.800321364306738
"37",-0.749093674393401,2.83877084800558,-1.22168980074932,0.821082289827536,2.63877962851374,-0.558228585608508,-0.600359985294817,2.8608046207473,-0.916943961286405,1.44473539133906
